id,carat,cut,color,clarity,depth,table,x,y,z,price
155354,0.9,Premium,F,SI1,62.3,59.0,6.16,6.1,3.81,3734
4682,0.91,Premium,I,VS1,62.5,57.0,6.19,6.15,3.86,3444
186589,1.08,Ideal,F,SI1,62.6,56.0,6.57,6.59,4.13,6039
49875,1.08,Good,F,SI2,63.8,58.0,6.57,6.53,4.18,4586
121688,2.3,Premium,H,SI2,61.7,60.0,8.42,8.34,5.16,16215
162771,1.53,Very Good,G,VS1,62.7,59.0,7.26,7.34,4.58,13378
57787,1.01,Very Good,F,SI1,63.1,58.0,6.36,6.41,4.03,4276
98569,0.7,Good,D,SI1,60.5,62.0,5.74,5.72,3.47,2671
84701,0.42,Premium,D,SI1,60.3,57.0,4.83,4.87,2.93,993
33560,1.08,Premium,G,VS2,61.0,59.0,6.67,6.6,4.04,6157
181524,0.3,Very Good,D,SI1,62.8,55.0,4.29,4.32,2.7,524
110299,0.3,Ideal,H,VVS2,62.9,57.0,4.29,4.24,2.68,776
111076,2.02,Ideal,I,SI1,62.0,57.0,8.12,8.05,5.02,15144
23942,0.46,Very Good,E,VS2,61.0,58.0,4.95,4.99,3.05,1354
175924,0.52,Ideal,G,VS1,61.7,56.0,5.18,5.2,3.2,1581
47136,0.71,Very Good,D,VS1,61.1,61.0,5.71,5.78,3.51,3246
48342,1.14,Good,F,VS2,59.6,61.0,6.82,6.85,4.05,7550
157288,0.3,Ideal,F,VVS1,61.1,58.0,4.33,4.35,2.65,814
55752,0.57,Ideal,E,VS2,62.2,57.0,5.35,5.32,3.32,1771
54213,0.34,Ideal,H,VS2,61.2,56.0,4.5,4.52,2.76,537
131583,0.5,Very Good,H,SI1,61.4,58.0,5.11,5.15,3.14,1175
119700,1.02,Ideal,H,SI1,61.2,57.0,6.54,6.5,3.99,4955
188415,1.28,Ideal,G,VS1,61.9,56.0,6.94,6.97,4.3,11248
48025,1.05,Ideal,F,SI2,62.1,57.0,6.5,6.46,4.02,4276
103295,0.56,Ideal,G,VS2,61.0,54.0,5.36,5.4,3.28,1711
163654,0.31,Ideal,H,VVS1,62.3,55.0,4.36,4.33,2.71,719
177296,0.31,Ideal,E,VS2,62.6,57.0,4.39,4.37,2.74,872
41703,1.08,Premium,G,VS2,59.6,59.0,6.68,6.73,3.99,5999
142568,0.5,Ideal,D,SI1,61.9,56.0,5.11,5.13,3.17,1585
128460,1.01,Fair,G,VVS2,64.9,60.0,6.33,6.26,4.1,7616
65585,1.02,Very Good,H,VS2,60.4,57.0,6.56,6.59,3.95,5004
171550,1.01,Good,H,SI1,64.0,58.0,6.38,6.31,4.06,5082
118585,0.31,Ideal,G,VS2,62.2,54.8,4.35,4.34,2.7,557
152179,1.01,Premium,E,SI2,61.8,58.0,6.39,6.48,3.98,4327
124603,0.55,Premium,H,SI2,60.4,58.0,5.23,5.28,3.18,1010
132739,0.71,Ideal,I,SI1,61.7,57.0,5.73,5.76,3.54,2232
185409,0.38,Ideal,E,VS2,61.8,55.0,4.71,4.74,2.93,811
184132,1.65,Premium,H,VS1,61.7,58.0,7.6,7.57,4.69,12907
71225,1.03,Premium,F,VS1,60.4,58.0,6.57,6.54,3.96,6857
77663,0.71,Very Good,I,SI2,62.0,62.0,5.68,5.72,3.54,1430
156011,1.02,Premium,F,VS2,62.6,59.0,6.43,6.39,4.0,6290
122267,0.4,Premium,G,SI1,62.0,58.0,4.74,4.78,2.95,737
120409,0.72,Very Good,H,SI1,62.4,59.0,5.71,5.74,3.57,2226
56467,1.1,Premium,H,VS2,60.2,60.0,6.76,6.71,4.05,4959
33489,0.58,Ideal,E,VS2,61.6,57.0,5.34,5.37,3.3,1758
28724,0.3,Ideal,H,VVS1,62.5,57.0,4.3,4.31,2.69,684
16740,0.32,Ideal,I,VS1,62.9,57.0,4.33,4.31,2.71,648
98672,0.5,Ideal,I,SI1,62.1,54.0,5.08,5.11,3.16,1094
182390,0.56,Very Good,D,VS2,60.9,56.0,5.32,5.35,3.25,1883
51252,0.35,Ideal,J,IF,62.7,55.0,4.55,4.58,2.86,834
128118,0.53,Ideal,G,VS1,61.3,55.0,5.24,5.22,3.21,1813
104615,0.33,Ideal,H,SI2,61.8,55.0,4.48,4.45,2.76,531
102780,0.35,Ideal,G,VS1,61.4,56.0,4.53,4.5,2.78,706
181848,0.32,Ideal,G,VS1,62.1,55.0,4.38,4.4,2.72,645
151990,0.31,Ideal,F,VVS1,61.6,54.0,4.36,4.39,2.69,840
125288,1.02,Very Good,F,SI1,63.3,60.0,6.35,6.38,4.03,4637
40222,0.29,Very Good,H,VVS2,62.0,58.0,4.24,4.28,2.64,466
37346,0.53,Ideal,D,I1,61.3,56.0,5.21,5.24,3.21,801
28839,0.71,Ideal,G,VS2,60.7,57.0,5.78,5.81,3.51,2919
186441,0.54,Ideal,G,VS1,62.0,56.0,5.18,5.22,3.23,1760
159833,0.26,Ideal,G,SI1,60.8,56.0,4.11,4.12,2.5,391
185906,0.24,Ideal,H,VVS2,62.7,56.0,3.97,4.02,2.5,448
129329,1.01,Ideal,G,VS1,61.8,54.0,6.48,6.51,4.02,874
96978,2.01,Very Good,I,VS1,63.0,59.0,8.04,7.99,5.04,15038
70193,0.36,Ideal,E,VS2,61.7,56.0,4.6,4.57,2.83,1013
2088,0.4,Premium,G,VVS2,60.9,58.0,4.75,4.78,2.9,962
126503,1.31,Premium,H,SI2,62.1,60.0,6.97,7.01,4.34,5937
132745,0.41,Ideal,E,VVS1,60.9,56.0,4.82,4.85,2.94,1333
74771,1.01,Premium,G,SI1,60.0,58.0,6.5,6.52,3.9,4714
171927,1.5,Good,H,SI2,62.9,58.0,7.25,7.31,4.57,6319
143860,0.3,Ideal,E,SI1,62.3,57.0,4.29,4.31,2.68,540
75831,1.01,Very Good,F,IF,63.4,59.0,6.32,6.26,3.99,12401
3227,0.42,Ideal,I,VVS2,62.5,54.0,4.79,4.8,3.0,821
136279,0.95,Good,I,VVS2,63.3,55.0,6.2,6.28,3.95,4065
72007,0.52,Premium,G,VS2,61.0,59.0,5.19,5.16,3.15,1616
61128,0.3,Ideal,F,VS1,62.4,56.0,4.28,4.3,2.68,652
87987,0.51,Good,E,VS2,63.6,56.0,5.12,5.08,3.23,1601
85008,0.53,Premium,G,VVS2,60.3,56.0,5.23,5.24,3.16,1960
95716,0.25,Ideal,G,VVS1,62.3,56.0,4.03,4.06,2.53,586
15288,0.3,Ideal,I,VVS2,61.2,57.0,4.34,4.36,2.66,620
16261,0.5,Ideal,G,SI1,62.5,57.0,5.06,5.09,3.17,1251
32617,0.31,Ideal,G,VVS2,61.5,58.0,4.34,4.37,2.68,907
106716,0.42,Very Good,J,VVS1,62.0,59.0,4.77,4.81,2.97,792
4434,0.7,Good,D,SI1,63.8,61.0,5.57,5.61,3.56,2239
94420,0.41,Premium,D,VS2,61.3,59.0,4.79,4.82,2.94,1019
82058,2.15,Premium,I,VS1,58.2,59.0,8.39,8.31,4.92,18760
57986,1.03,Premium,H,SI1,61.6,58.0,6.53,6.48,4.0,4964
79001,1.1,Ideal,I,SI1,62.3,55.0,6.63,6.57,4.11,4400
80008,0.7,Very Good,G,VS2,61.9,61.0,5.69,5.74,3.53,2648
189079,0.76,Ideal,F,SI1,62.6,57.0,5.84,5.81,3.64,2726
80655,0.32,Ideal,F,VS2,62.4,57.0,4.32,4.36,2.71,645
40147,0.31,Ideal,E,VS2,62.3,57.0,4.33,4.37,2.71,680
113412,0.43,Very Good,E,VS1,61.8,58.0,4.86,4.84,3.0,971
189978,1.28,Ideal,H,SI1,61.6,57.0,6.95,6.92,4.27,7644
153877,0.3,Premium,F,VS2,62.6,60.0,4.27,4.22,2.67,776
24756,0.7,Good,G,SI1,63.8,57.0,5.63,5.59,3.58,1949
1383,0.5,Ideal,G,VVS1,62.0,54.0,5.09,5.13,3.17,1950
170833,1.3,Ideal,G,VVS2,62.5,57.0,6.99,6.95,4.34,10669
8981,1.02,Premium,G,VS2,59.4,58.0,6.48,6.51,3.87,5999
40582,0.74,Premium,D,VS2,60.2,58.0,5.9,5.85,3.53,3293
130046,0.42,Premium,G,VVS2,61.1,58.0,4.88,4.84,2.97,1102
97789,0.9,Good,D,SI2,60.1,64.0,6.12,6.22,3.72,3534
127877,1.0,Very Good,F,VS2,61.8,58.0,6.41,6.47,3.98,6927
22019,1.2,Very Good,I,VS2,63.1,56.0,6.82,6.77,4.28,6146
167609,0.9,Very Good,G,SI2,62.0,56.0,6.19,6.22,3.84,3543
17494,1.12,Premium,J,VS1,59.2,60.0,6.83,6.78,4.05,5292
150503,0.31,Premium,F,IF,60.7,59.0,4.39,4.41,2.67,921
149423,1.06,Very Good,H,SI2,59.3,59.0,6.62,6.68,3.95,5141
93384,0.9,Very Good,D,SI1,61.9,59.0,6.14,6.18,3.81,4682
24824,0.7,Very Good,D,SI1,63.5,57.0,5.61,5.58,3.55,2631
168641,1.01,Good,F,SI1,63.7,55.0,6.36,6.32,4.04,4791
181532,1.0,Premium,D,SI1,62.0,56.0,6.41,6.37,3.96,4772
62705,0.71,Premium,F,SI1,59.2,59.0,5.87,5.81,3.45,2345
51093,0.41,Very Good,E,SI2,62.8,54.0,4.77,4.8,3.01,638
126519,1.26,Very Good,G,SI1,62.5,58.0,6.86,6.82,4.28,6256
145057,0.3,Ideal,G,SI1,62.7,55.0,4.28,4.31,2.69,471
38236,0.3,Premium,H,VVS1,62.3,58.0,4.29,4.27,2.67,878
118792,0.7,Very Good,E,SI1,61.1,60.0,5.72,5.75,3.51,2513
7199,0.31,Very Good,G,SI1,63.2,56.0,4.29,4.31,2.72,593
143198,1.07,Ideal,G,VS1,62.1,57.0,6.57,6.55,4.08,7357
192209,0.43,Premium,G,VVS1,60.0,59.0,4.92,4.88,2.94,1229
133768,0.4,Ideal,F,VVS1,62.5,56.0,4.74,4.72,2.96,1043
105457,0.34,Premium,H,SI1,60.6,59.0,4.5,4.56,2.74,507
165244,2.24,Ideal,H,VS2,62.5,58.0,8.36,8.33,5.2,18037
186018,0.4,Very Good,E,VVS2,63.1,58.0,4.66,4.65,2.94,1133
15059,0.7,Very Good,E,SI2,59.2,62.0,5.77,5.74,3.42,2156
77426,0.52,Premium,H,VS1,60.8,58.0,5.23,5.19,3.16,1586
128006,1.71,Premium,I,VS1,62.7,58.0,7.65,7.55,4.78,11246
53301,1.22,Ideal,H,VS2,61.6,57.0,6.85,6.89,4.23,6814
134151,0.31,Very Good,H,VVS2,62.4,59.0,4.32,4.34,2.7,625
5822,0.36,Ideal,F,VVS1,61.6,56.0,4.62,4.57,2.84,1046
100719,0.72,Ideal,G,SI1,60.9,56.0,5.81,5.78,3.52,3119
143116,0.44,Premium,G,VVS2,60.7,59.0,4.93,4.88,2.97,1259
45375,1.07,Premium,F,VS1,61.5,58.0,6.59,6.55,4.05,7655
159264,0.7,Fair,F,SI2,64.6,58.0,5.61,5.68,3.61,1998
85617,1.56,Ideal,H,VS1,62.3,56.0,7.43,7.47,4.64,14375
95277,0.7,Premium,D,SI1,61.8,59.0,5.73,5.75,3.54,2782
178476,0.41,Ideal,E,VS1,61.9,56.0,4.79,4.81,2.97,1367
59543,0.96,Premium,F,SI2,62.8,58.0,6.26,6.2,3.92,3689
77986,1.02,Ideal,J,SI2,62.0,57.0,6.45,6.49,4.01,3749
20458,1.05,Ideal,G,VS1,62.2,56.0,6.53,6.56,4.07,6730
33573,1.5,Premium,H,VS2,61.2,60.0,7.35,7.36,4.5,11303
79646,0.93,Very Good,G,SI1,61.7,59.0,6.21,6.27,3.84,4280
167119,1.0,Premium,F,SI1,61.7,56.0,6.43,6.37,3.95,5308
95847,0.33,Premium,G,VS2,60.9,58.0,4.38,4.42,2.69,579
145804,1.24,Ideal,I,VS1,63.1,58.0,6.76,6.87,4.29,5951
168441,0.31,Premium,E,VVS2,61.4,59.0,4.38,4.33,2.67,842
15993,1.51,Good,J,VS2,63.4,59.0,7.18,7.26,4.59,7359
3820,0.41,Good,E,VVS1,63.9,57.0,4.7,4.73,3.01,1270
156421,1.5,Premium,F,SI2,61.7,58.0,7.3,7.26,4.49,6190
173810,0.42,Premium,D,VS1,60.8,59.0,4.84,4.81,2.93,1179
110454,0.59,Ideal,G,SI2,62.1,56.0,5.41,5.36,3.35,1317
21127,0.3,Ideal,G,IF,61.8,54.0,4.31,4.36,2.68,863
154816,0.3,Ideal,H,VS1,61.9,56.0,4.31,4.33,2.67,580
179761,0.33,Premium,G,VS1,60.6,60.0,4.48,4.5,2.71,625
27604,1.01,Ideal,G,IF,59.7,56.0,6.54,6.58,3.92,8828
111501,0.44,Ideal,F,SI1,62.7,57.0,4.88,4.91,3.06,890
42388,1.0,Very Good,D,VVS2,63.4,59.0,6.29,6.34,4.0,5960
152024,0.93,Ideal,I,SI2,62.1,56.0,6.22,6.26,3.87,3359
56645,1.12,Ideal,G,VVS1,61.3,57.0,6.68,6.72,4.11,9878
19077,1.52,Ideal,F,VS2,60.3,57.0,7.42,7.47,4.46,15214
25103,0.7,Ideal,F,SI1,61.6,57.0,5.71,5.69,3.51,2431
87064,0.32,Ideal,G,VVS2,61.7,55.0,4.37,4.4,2.71,730
2244,1.5,Premium,H,VS2,60.2,60.0,7.47,7.43,4.49,10291
16788,1.13,Ideal,E,SI2,61.8,55.0,6.68,6.71,4.14,5184
146870,0.23,Ideal,G,SI1,59.6,55.0,4.0,4.04,2.39,404
37189,0.32,Ideal,G,VS1,61.7,56.0,4.4,4.38,2.71,828
161032,0.36,Ideal,D,SI1,62.0,54.0,4.58,4.61,2.84,732
54025,1.51,Very Good,G,VS1,61.6,56.0,7.3,7.38,4.53,14957
120784,1.01,Very Good,G,SI1,62.5,58.0,6.39,6.36,3.99,5132
156485,0.31,Ideal,D,VS2,62.1,57.0,4.31,4.28,2.67,942
4542,0.32,Premium,G,VS2,61.3,58.0,4.48,4.44,2.73,720
67827,0.37,Very Good,D,VVS1,61.8,56.0,4.6,4.61,2.85,1211
53605,0.47,Ideal,H,VS2,62.4,56.0,5.03,5.0,3.12,1243
170106,0.3,Good,D,VS2,63.5,59.0,4.27,4.24,2.71,642
31692,0.5,Premium,G,SI2,62.3,57.0,5.12,5.06,3.17,978
35437,1.51,Fair,F,VS2,55.3,57.0,7.6,7.59,4.29,13233
112639,0.71,Ideal,I,SI1,61.6,55.0,5.73,5.76,3.54,2319
10408,1.01,Very Good,E,VS1,60.2,60.0,6.4,6.45,3.86,7588
88092,0.71,Ideal,G,SI2,61.7,55.0,5.73,5.77,3.55,2453
146514,0.31,Ideal,F,VS2,61.9,57.0,4.31,4.35,2.68,625
170574,0.56,Ideal,G,VVS2,62.1,56.0,5.26,5.29,3.28,1902
183329,0.5,Very Good,E,VS2,62.8,59.0,5.05,5.07,3.18,1637
150843,0.7,Very Good,I,VS2,62.5,60.0,5.64,5.69,3.54,2039
30306,0.3,Very Good,F,VS2,63.1,56.0,4.28,4.23,2.68,776
184184,0.9,Ideal,F,SI1,59.5,57.0,6.24,6.29,3.73,4612
49226,0.31,Premium,G,VVS2,60.0,58.0,4.41,4.38,2.64,788
188608,0.76,Premium,E,SI1,62.4,58.0,5.83,5.8,3.62,3357
86512,0.57,Ideal,E,VS2,62.5,55.0,5.37,5.34,3.34,1755
64067,1.2,Ideal,F,VS2,61.4,57.0,6.83,6.87,4.2,9002
34568,0.83,Very Good,G,SI1,61.9,56.0,6.04,6.0,3.74,3004
128225,1.01,Premium,F,SI2,62.3,59.0,6.42,6.36,3.98,4878
24301,0.31,Good,H,VVS2,63.4,57.0,4.29,4.31,2.73,625
40613,0.41,Ideal,E,VVS1,62.7,55.0,4.77,4.74,2.98,1276
75462,1.22,Premium,I,VS1,61.7,58.0,6.83,6.88,4.23,6544
31447,1.01,Ideal,F,SI1,62.2,57.0,6.4,6.35,3.96,4769
31668,0.54,Ideal,E,SI1,62.4,54.0,5.17,5.23,3.24,1666
93890,0.93,Premium,H,VS2,61.9,59.0,6.3,6.26,3.89,4416
150067,0.74,Very Good,H,SI2,61.6,57.0,5.8,5.77,3.56,2262
153664,0.5,Good,F,VS1,59.8,58.0,5.1,5.14,3.06,1774
32219,0.51,Premium,D,VS2,60.9,58.0,5.16,5.18,3.14,1757
2437,2.04,Premium,H,SI2,62.7,59.0,8.01,8.1,5.05,11255
192104,0.53,Ideal,G,VVS2,60.3,57.0,5.27,5.23,3.17,1986
173754,0.46,Premium,F,SI1,58.5,61.0,5.11,5.04,2.98,984
79573,0.35,Ideal,F,VS2,62.4,55.0,4.51,4.53,2.82,906
56008,0.9,Very Good,G,VS2,63.3,59.0,6.08,6.12,3.86,4291
178334,0.42,Premium,E,VS1,61.0,60.0,4.81,4.84,2.94,1154
115630,0.33,Ideal,G,VVS1,61.6,56.0,4.44,4.39,2.72,858
91553,0.57,Ideal,D,SI2,61.9,57.0,5.33,5.35,3.3,1374
94615,0.32,Premium,E,SI2,62.1,58.0,4.42,4.39,2.74,576
136129,0.52,Very Good,E,VS2,61.4,58.0,5.12,5.17,3.16,1571
184048,0.4,Ideal,G,VS2,61.9,55.0,4.69,4.73,2.92,772
78037,0.71,Ideal,D,SI2,62.5,56.0,5.69,5.73,3.57,2258
19634,1.02,Ideal,G,SI2,61.0,56.0,6.49,6.53,3.97,4306
9619,0.31,Ideal,J,VS1,61.5,59.0,4.39,4.36,2.69,451
54126,2.15,Very Good,F,SI2,61.8,60.0,8.26,8.3,5.1,18281
118183,2.0,Premium,H,SI2,60.2,60.0,7.98,8.09,4.88,13853
151846,0.35,Ideal,E,SI1,61.9,57.0,4.54,4.52,2.8,663
97217,0.9,Premium,D,SI2,63.0,59.0,6.16,6.13,3.87,3660
63940,0.71,Ideal,E,SI1,62.0,57.0,5.69,5.74,3.54,2664
127169,0.3,Very Good,E,VVS1,63.2,58.0,4.26,4.28,2.7,895
54396,0.4,Ideal,F,VVS2,62.6,56.0,4.73,4.7,2.95,1163
54005,0.9,Good,H,SI2,60.8,61.0,6.13,6.2,3.76,3077
19428,0.34,Premium,E,VS2,60.3,59.0,4.52,4.48,2.71,765
62329,1.5,Very Good,E,VS2,59.3,62.0,7.42,7.46,4.43,14201
28977,0.59,Premium,H,VS2,61.7,59.0,5.41,5.37,3.33,1628
20872,0.3,Good,E,SI1,63.7,57.0,4.28,4.29,2.73,526
150586,0.36,Ideal,I,VVS1,61.3,56.0,4.56,4.64,2.82,780
164359,0.53,Good,F,SI1,63.7,55.0,5.17,5.15,3.28,1363
38027,1.19,Premium,D,SI2,61.2,58.0,6.94,6.86,4.22,6116
178071,0.55,Premium,D,VS2,60.6,56.0,5.29,5.31,3.21,1827
167575,0.7,Ideal,I,VVS2,61.6,56.0,5.7,5.74,3.52,2512
7103,0.71,Good,D,VS2,64.0,58.0,5.6,5.65,3.6,2874
173161,0.53,Very Good,D,SI1,63.0,59.0,5.1,5.14,3.23,1605
69865,1.01,Very Good,G,VS2,62.8,57.0,6.36,6.39,4.01,5606
172886,0.71,Ideal,G,VS1,61.8,55.0,5.68,5.72,3.52,2803
107263,0.43,Premium,D,SI1,61.0,58.0,4.87,4.84,2.96,774
47158,2.02,Ideal,H,SI2,62.0,54.0,8.18,8.12,5.04,14065
101687,0.72,Ideal,F,VS1,60.2,57.0,5.81,5.84,3.53,3429
32935,1.56,Ideal,E,SI1,60.4,57.0,7.56,7.49,4.55,13047
45323,0.38,Ideal,D,SI1,61.6,54.0,4.67,4.71,2.89,1017
161383,1.5,Ideal,E,SI1,61.8,55.0,7.31,7.36,4.54,11888
70944,0.7,Good,E,VS2,62.2,61.0,5.69,5.71,3.54,3164
110964,0.53,Ideal,D,SI1,61.9,56.0,5.19,5.21,3.22,1662
68909,0.31,Very Good,G,SI2,62.9,55.0,4.32,4.34,2.72,408
68349,0.24,Very Good,D,VVS2,62.8,59.0,3.94,3.96,2.48,597
90952,1.02,Ideal,D,SI1,61.8,55.0,6.49,6.44,3.99,5998
12039,0.39,Ideal,D,SI1,62.4,57.0,4.66,4.7,2.91,693
42271,0.52,Ideal,E,VS2,61.6,56.0,5.18,5.2,3.19,1646
91344,1.14,Premium,F,VS1,62.0,58.0,6.66,6.69,4.14,8596
179100,0.3,Ideal,F,VS1,62.6,56.0,4.28,4.31,2.69,626
172079,0.55,Premium,F,SI2,61.2,58.0,5.25,5.28,3.22,1274
185836,1.1,Premium,H,SI1,61.6,57.0,6.65,6.58,4.07,4558
95005,0.9,Premium,H,SI1,61.9,56.0,6.16,6.12,3.79,3668
144487,0.6,Good,H,VS1,60.0,62.0,5.4,5.43,3.25,1613
39241,0.51,Ideal,F,VS1,61.5,57.0,5.13,5.16,3.17,1838
46271,0.4,Ideal,D,SI1,60.5,55.0,4.76,4.8,2.89,651
132639,0.38,Ideal,D,VVS2,62.8,56.0,4.61,4.66,2.91,1145
68017,1.22,Premium,G,SI2,62.0,57.0,6.81,6.84,4.23,4363
30528,0.7,Ideal,G,VS2,62.7,55.0,5.63,5.68,3.54,2683
100192,0.3,Ideal,G,VS1,62.3,55.0,4.28,4.32,2.68,605
62966,0.3,Ideal,G,VS2,62.6,55.0,4.37,4.33,2.72,675
76173,0.3,Ideal,F,VS2,62.5,55.0,4.31,4.28,2.68,776
85543,0.7,Good,G,VS2,63.8,58.0,5.61,5.57,3.56,2295
176318,0.27,Ideal,F,VVS2,61.2,57.0,4.15,4.18,2.55,515
159085,0.75,Good,G,VVS1,61.3,62.0,5.8,5.84,3.57,3398
81950,1.52,Premium,F,SI2,59.1,60.0,7.49,7.38,4.4,8796
14996,0.5,Premium,E,VS2,62.5,58.0,5.07,5.09,3.18,1575
132004,0.4,Ideal,G,SI1,61.6,56.0,4.77,4.75,2.93,770
127673,1.01,Premium,I,SI2,61.8,58.0,6.47,6.43,3.98,3640
122930,0.32,Premium,G,VS2,61.7,59.0,4.37,4.39,2.71,561
122695,1.56,Premium,G,VS2,61.8,59.0,7.46,7.4,4.59,13587
76565,1.13,Ideal,H,VVS2,62.7,56.0,6.62,6.65,4.16,6864
45508,0.54,Premium,D,SI2,61.2,58.0,5.26,5.31,3.23,1378
64020,0.59,Good,G,VS1,62.8,57.7,5.31,5.36,3.36,1915
60664,1.15,Very Good,I,SI1,62.9,58.0,6.65,6.62,4.18,5904
71061,1.1,Ideal,H,SI2,61.2,56.0,6.65,6.68,4.09,4434
59517,0.31,Ideal,E,VS2,61.1,55.0,4.38,4.4,2.68,642
175636,0.59,Very Good,D,SI1,63.2,57.0,5.31,5.4,3.38,1577
116535,0.31,Very Good,H,VS2,62.2,56.0,4.3,4.34,2.69,521
57083,1.51,Premium,J,VS2,62.6,58.0,7.36,7.25,4.57,7419
82064,1.03,Ideal,G,VS1,62.5,56.0,6.46,6.44,4.03,6669
165540,0.32,Premium,G,VS2,60.9,59.0,4.4,4.44,2.69,561
160624,0.57,Ideal,G,VVS1,60.8,56.0,5.42,5.4,3.29,2166
49828,0.4,Very Good,E,SI2,63.4,54.0,4.73,4.69,2.98,629
1642,0.7,Good,G,VS2,64.1,58.0,5.61,5.56,3.58,2144
133972,1.7,Very Good,H,VS2,62.4,58.0,7.66,7.61,4.75,13813
47323,0.23,Very Good,D,VS2,61.5,54.0,3.99,4.03,2.48,367
154671,0.31,Ideal,E,VS2,62.2,54.0,4.38,4.37,2.71,872
128770,0.4,Ideal,E,VS1,60.9,56.0,4.76,4.79,2.91,1031
79955,1.12,Premium,G,SI1,61.6,59.0,6.66,6.61,4.09,5723
167840,0.9,Very Good,E,VS2,62.6,60.0,6.04,6.07,3.78,4553
108080,0.3,Very Good,D,SI1,63.2,56.0,4.27,4.3,2.71,662
106099,1.02,Very Good,H,SI2,61.6,57.0,6.49,6.43,3.98,4101
71364,0.53,Premium,D,VS2,62.1,56.0,5.21,5.18,3.23,1907
111130,0.42,Ideal,E,VS2,62.0,55.0,4.82,4.85,2.99,1024
93331,0.33,Ideal,D,SI1,61.7,54.0,4.48,4.5,2.77,655
55825,1.53,Premium,D,VS2,60.9,60.0,7.39,7.46,4.52,13998
131036,0.74,Ideal,E,VS1,60.8,57.0,5.8,5.86,3.54,3342
1258,0.95,Fair,H,SI1,66.2,52.0,6.07,6.02,4.02,2935
153413,0.53,Premium,E,SI2,61.6,59.0,5.2,5.24,3.2,1265
163133,1.36,Very Good,I,VS1,60.7,56.0,7.18,7.22,4.38,8580
104443,0.52,Premium,G,VS1,62.4,59.0,5.11,5.14,3.2,1722
87679,0.32,Premium,H,VS2,60.4,58.0,4.41,4.42,2.67,505
136020,0.9,Good,G,SI1,60.3,65.0,6.12,6.21,3.7,3387
60500,1.01,Very Good,H,SI1,63.4,56.0,6.37,6.34,4.03,5018
46071,0.33,Ideal,H,IF,62.3,55.0,4.42,4.46,2.77,1046
109094,0.4,Premium,F,VS1,60.5,58.0,4.82,4.75,2.89,1019
40794,0.42,Ideal,E,VVS2,60.9,56.0,4.82,4.86,2.95,1145
123348,0.26,Very Good,G,VVS1,62.3,58.0,4.07,4.1,2.55,597
22381,1.01,Very Good,G,SI1,61.6,59.0,6.36,6.4,3.93,5316
170539,1.01,Good,J,SI2,63.8,59.0,6.27,6.22,4.0,3162
59549,0.42,Ideal,E,SI1,62.3,57.0,4.78,4.8,3.0,1017
38280,0.52,Ideal,H,SI1,61.9,55.0,5.15,5.19,3.2,1287
31159,0.52,Ideal,H,SI1,62.0,54.0,5.18,5.21,3.22,1270
75027,0.3,Premium,H,VVS2,62.5,59.0,4.28,4.24,2.66,624
126836,0.53,Ideal,G,VS1,61.6,55.0,5.23,5.25,3.23,1777
145498,0.43,Ideal,F,SI1,61.2,57.0,4.84,4.87,2.97,903
158344,0.34,Ideal,G,VS2,62.0,54.0,4.5,4.54,2.81,579
73984,1.5,Premium,F,SI1,58.0,60.0,7.52,7.47,4.35,10658
189518,1.32,Ideal,E,SI2,62.0,57.0,6.98,7.01,4.34,6403
116851,0.7,Ideal,I,SI2,61.7,54.0,5.72,5.76,3.54,1690
38559,1.06,Premium,E,VS1,60.2,61.0,6.65,6.61,3.99,7098
18672,1.52,Premium,D,SI1,62.3,58.0,7.32,7.37,4.58,12502
44833,0.31,Ideal,H,VVS1,61.8,55.0,4.33,4.36,2.69,642
125619,0.4,Very Good,H,VS1,62.8,58.0,4.66,4.7,2.93,773
2003,0.24,Very Good,E,VVS2,60.4,62.0,3.96,3.98,2.39,485
148848,1.02,Very Good,G,VS2,63.2,59.0,6.29,6.26,3.96,6415
153563,1.0,Very Good,H,VS1,62.1,60.0,6.33,6.31,3.93,4429
135999,1.52,Very Good,E,VS2,60.3,58.0,7.41,7.45,4.47,17168
6573,0.51,Premium,E,VS2,62.1,58.0,5.1,5.05,3.15,1656
173811,0.3,Good,E,SI1,63.9,56.0,4.28,4.25,2.72,472
135172,1.01,Ideal,G,VS2,60.8,57.0,6.53,6.5,3.95,6411
164311,2.09,Premium,G,SI2,61.4,58.0,8.21,8.16,5.02,12981
144447,1.51,Premium,E,SI2,59.0,58.0,7.53,7.48,4.41,10750
178785,0.29,Very Good,I,VVS2,62.5,54.0,4.23,4.25,2.65,472
120644,0.31,Ideal,E,VS2,61.5,57.0,4.34,4.38,2.68,680
118335,1.02,Ideal,D,SI1,62.6,56.0,6.45,6.43,4.03,6047
86605,2.02,Ideal,H,SI2,62.3,56.0,8.12,8.06,5.04,14752
51170,1.5,Premium,G,VS2,60.8,58.0,7.38,7.34,4.48,13329
150222,1.2,Ideal,J,VS1,62.4,56.0,6.77,6.7,4.21,4708
105119,0.51,Ideal,F,VS1,62.2,54.0,5.11,5.14,3.19,1816
63079,0.31,Premium,F,VS2,62.4,59.0,4.31,4.3,2.68,625
70042,0.7,Ideal,G,SI2,61.6,57.0,5.72,5.74,3.52,2106
183519,0.53,Premium,G,VS2,62.5,57.0,5.21,5.13,3.23,1607
